"","datasetID","verbatimIdentification","Jaccard_dissim","Jaccard_sim","a","b","c","d","Total_Ncells_samp"
"339",13,"Alauda arvensis",0.391691394658754,0.608308605341246,410,171,93,554,1228
"340",13,"Phoebastria immutabilis",1,0,0,2,2,1224,1228
"341",13,"Oceanodroma tristrami",0.5,0.5,2,2,0,1224,1228
"342",13,"Synthliboramphus wumizusume",0.733333333333333,0.266666666666667,4,7,4,1213,1228
"343",13,"Aegithalos caudatus",0.373247033441208,0.626752966558792,581,196,150,301,1228
"344",13,"Leiothrix lutea",0.801418439716312,0.198581560283688,56,221,5,946,1228
"345",13,"Megaceryle lugubris",0.827205882352941,0.172794117647059,47,95,130,956,1228
"346",13,"Hirundapus caudacutus",0.855345911949686,0.144654088050314,23,64,72,1069,1228
"347",13,"Sitta europaea",0.528487229862475,0.471512770137525,240,168,101,719,1228
"348",13,"Pitta nympha",0.858695652173913,0.141304347826087,13,62,17,1136,1228
"349",13,"Syrmaticus soemmerringii",0.722365038560411,0.277634961439589,108,190,91,839,1228
"350",13,"Larus crassirostris",0.578231292517007,0.421768707482993,124,111,59,934,1228
"351",13,"Motacilla grandis",0.427244582043344,0.572755417956656,370,152,124,582,1228
"352",13,"Pernis ptilorhynchus",0.854037267080745,0.145962732919255,47,170,105,906,1228
"353",13,"Anas strepera",0.927272727272727,0.0727272727272727,4,18,33,1173,1228
"354",13,"Anas falcata",0.91566265060241,0.0843373493975904,7,35,41,1145,1228
"355",13,"Turdus cardis",0.435279187817259,0.564720812182741,445,265,78,440,1228
"356",13,"Podiceps grisegena",0.909090909090909,0.0909090909090909,3,11,19,1195,1228
"357",13,"Passer rutilans",0.458823529411765,0.541176470588235,138,70,47,973,1228
"358",13,"Aix galericulata",0.804733727810651,0.195266272189349,66,165,107,890,1228
"359",13,"Anas clypeata",0.960526315789474,0.0394736842105263,3,35,38,1152,1228
"360",13,"Certhia familiaris",0.855855855855856,0.144144144144144,32,156,34,1006,1228
"361",13,"Emberiza variabilis",0.703007518796992,0.296992481203008,79,133,54,962,1228
"362",13,"Poecile montanus",0.546558704453441,0.453441295546559,224,175,95,734,1228
"363",13,"Emberiza fucata",0.572519083969466,0.427480916030534,112,98,52,966,1228
"364",13,"Emberiza schoeniclus",0.606382978723404,0.393617021276596,37,22,35,1134,1228
"365",13,"Cygnus olor",0.864864864864865,0.135135135135135,5,26,6,1191,1228
"366",13,"Charadrius placidus",0.753488372093023,0.246511627906977,53,106,56,1013,1228
"367",13,"Garrulax canorus",0.892682926829268,0.107317073170732,22,183,0,1023,1228
"368",13,"Pyrrhula pyrrhula",0.68348623853211,0.31651376146789,69,58,91,1010,1228
"369",13,"Cuculus micropterus",0.972972972972973,0.027027027027027,1,28,8,1191,1228
"370",13,"Rostratula benghalensis",0.807692307692308,0.192307692307692,15,34,29,1150,1228
"371",13,"Muscicapa sibirica",0.95,0.05,3,28,29,1168,1228
"372",13,"Melopsittacus undulatus",1,0,0,1,2,1225,1228
"373",13,"Pica pica",0.7,0.3,9,7,14,1198,1228
"374",13,"Vanellus cinereus",0.525641025641026,0.474358974358974,74,58,24,1072,1228
"375",13,"Emberiza yessoensis",0.6,0.4,8,6,6,1208,1228
"376",13,"Podiceps cristatus",0.841584158415842,0.158415841584158,16,58,27,1127,1228
"377",13,"Phalacrocorax capillatus",0.63013698630137,0.36986301369863,54,54,38,1082,1228
"378",13,"Luscinia calliope",0.532258064516129,0.467741935483871,58,30,36,1104,1228
"379",13,"Nucifraga caryocatactes",0.76,0.24,30,81,14,1103,1228
"380",13,"Aythya ferina",0.875,0.125,13,41,50,1124,1228
"381",13,"Lanius tigrinus",0.942857142857143,0.0571428571428571,2,22,11,1193,1228
"382",13,"Regulus regulus",0.784552845528455,0.215447154471545,53,106,87,982,1228
"383",13,"Larus schistisagus",0.592391304347826,0.407608695652174,75,71,38,1044,1228
"384",13,"Luscinia cyane",0.437984496124031,0.562015503875969,290,124,102,712,1228
"385",13,"Jynx torquilla",0.814159292035398,0.185840707964602,21,58,34,1115,1228
"386",13,"Rallus aquaticus",0.941176470588235,0.0588235294117647,3,28,20,1177,1228
"387",13,"Gallinago hardwickii",0.509727626459144,0.490272373540856,126,71,60,971,1228
"388",13,"Eophona migratoria",1,0,0,1,2,1225,1228
"389",13,"Uragus sibiricus",0.460251046025105,0.539748953974895,129,33,77,989,1228
"390",13,"Mergellus albellus",1,0,0,8,28,1192,1228
"391",13,"Histrionicus histrionicus",0.837209302325581,0.162790697674419,7,13,23,1185,1228
"392",13,"Synthliboramphus antiquus",1,0,0,11,4,1213,1228
"393",13,"Phalacrocorax pelagicus",0.774193548387097,0.225806451612903,7,14,10,1197,1228
"394",13,"Phylloscopus borealoides",0.565,0.435,174,160,66,828,1228
"395",13,"Loxia curvirostra",0.951612903225806,0.0483870967741935,3,23,36,1166,1228
"396",13,"Oceanodroma monorhis",0.857142857142857,0.142857142857143,1,5,1,1221,1228
"397",13,"Oceanodroma leucorhoa",0.625,0.375,3,4,1,1220,1228
"398",13,"Coturnicops exquisitus",1,0,0,2,1,1225,1228
"399",13,"Dendrocopos minor",0.84375,0.15625,5,11,16,1196,1228
"400",13,"Emberiza sulphurata",0.519337016574586,0.480662983425414,87,61,33,1047,1228
"401",13,"Colinus virginianus",1,0,0,3,2,1223,1228
"402",13,"Botaurus stellaris",1,0,0,6,7,1215,1228
"403",13,"Coturnix japonica",0.944444444444444,0.0555555555555556,1,12,5,1210,1228
"404",13,"Prunella rubida",0.7,0.3,18,20,22,1168,1228
"405",13,"Mergus merganser",0.858407079646018,0.141592920353982,16,53,44,1115,1228
"406",13,"Emberiza aureola",1,0,0,2,17,1209,1228
"407",13,"Locustella ochotensis",0.63953488372093,0.36046511627907,31,37,18,1142,1228
"408",13,"Locustella pryeri",0.666666666666667,0.333333333333333,5,9,1,1213,1228
"409",13,"Cyanopica cyanus",0.544827586206897,0.455172413793103,66,41,38,1083,1228
"410",13,"Prunella collaris",0.633333333333333,0.366666666666667,11,6,13,1198,1228
"411",13,"Motacilla alba leucopsis",0,1,1,0,0,1227,1228
"412",13,"Lagopus muta",0.625,0.375,3,5,0,1220,1228
"413",13,"Garrulax perspicillatus",0.714285714285714,0.285714285714286,2,4,1,1221,1228
"414",13,"Streptopelia decaocto",0.75,0.25,3,0,9,1216,1228
"415",13,"Psittacula krameri",0.9,0.1,1,9,0,1218,1228
"416",13,"Locustella lanceolata",0.744186046511628,0.255813953488372,11,17,15,1185,1228
"417",13,"Cerorhinca monocerata",0.764705882352941,0.235294117647059,4,11,2,1211,1228
"418",13,"Oceanodroma castro",1,0,0,3,1,1224,1228
"419",13,"Tetrastes bonasia",0.719101123595506,0.280898876404494,25,40,24,1139,1228
"420",13,"Poecile palustris",0.388646288209607,0.611353711790393,140,32,57,999,1228
"421",13,"Cepphus carbo",0.625,0.375,3,3,2,1220,1228
"422",13,"Grus japonensis",0.568181818181818,0.431818181818182,19,19,6,1184,1228
"423",13,"Pinicola enucleator",0.4,0.6,3,1,1,1223,1228
"424",13,"Uria aalge",1,0,0,1,5,1222,1228
"425",13,"Phalacrocorax urile",0.75,0.25,1,0,3,1224,1228
"426",13,"Fratercula cirrhata",0,1,1,0,0,1227,1228
